"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test cases for TestSuite","532","TestSuite","","Fri Nov 28 15:03:00 UTC 2025","passed","Fri Nov 28 15:03:00 UTC 2025","","Integration","github.com/b0pof/ppo/tests/integration/usecase/TestSuite","TestSuite"
"Test cases for TestSuite","131","TestSuite","","Fri Nov 28 15:02:59 UTC 2025","passed","Fri Nov 28 15:02:59 UTC 2025","","Integration","github.com/b0pof/ppo/tests/integration/repository/TestSuite","TestSuite"
